"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","1","1024","13","0","2024","4","",1528,73180,73184,73275,1819218870,0,0,1911,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",62,4.2,1697,2.4,1577,2.2,1708,2.4,-70193837,-3.7,0,0.0,0,0.0,-120,-5.9
"US000","1","1025","13","0","2024","4","",1464,452523,451450,451335,11657461675,0,0,1985,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",22,1.5,651,0.1,-2679,-0.6,-6263,-1.4,378574203,3.4,0,0.0,0,0.0,76,4.0
"US000","1","1026","13","0","2024","4","",1424,49451,47619,47524,785186907,0,0,1253,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-20,-1.4,1492,3.1,1248,2.7,1191,2.6,32727760,4.3,0,0.0,0,0.0,19,1.5
"US000","1","1027","13","0","2024","4","",164,5067,5069,5078,97001793,0,0,1471,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-1.2,137,2.8,83,1.7,103,2.1,9652588,11.1,0,0.0,0,0.0,117,8.6
"US000","1","1028","13","0","2024","4","",24620,1692417,1695516,1703369,46819060915,0,0,2122,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-628,-2.5,47573,2.9,48025,2.9,58417,3.6,636673427,1.4,0,0.0,0,0.0,-37,-1.7
"US000","1","1029","13","0","2024","4","",3,2,2,2,55830,0,0,2147,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-25.0,0,0.0,0,0.0,0,0.0,-2928,-5.0,0,0.0,0,0.0,-113,-5.0
"US000","1","11","14","0","2024","4","",75,4213,3684,3367,79253567,0,0,1624,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,81,2.0,6,0.2,32,1.0,-9816424,-11.0,0,0.0,0,0.0,-220,-11.9
"US000","1","111","15","0","2024","4","",2,3,2,3,139686,0,0,4029,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-25.0,-2,-50.0,-1,-25.0,-77794,-35.8,0,0.0,0,0.0,-153,-3.7
"US000","1","1111","16","0","2024","4","",2,3,2,3,139686,0,0,4029,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-25.0,-2,-50.0,-1,-25.0,-77794,-35.8,0,0.0,0,0.0,-153,-3.7
"US000","1","11111","17","0","2024","4","",2,3,2,3,139686,0,0,4029,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-25.0,-2,-50.0,-1,-25.0,-77794,-35.8,0,0.0,0,0.0,-153,-3.7
"US000","1","111110","18","0","2024","4","",2,3,2,3,139686,0,0,4029,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-25.0,-2,-50.0,-1,-25.0,-77794,-35.8,0,0.0,0,0.0,-153,-3.7
"US000","1","112","15","0","2024","4","",2,19,19,19,421343,0,0,1706,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,5.6,2,11.8,2,11.8,14575,3.6,0,0.0,0,0.0,-99,-5.5
"US000","1","1125","16","0","2024","4","",2,19,19,19,421343,0,0,1706,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,5.6,2,11.8,2,11.8,14575,3.6,0,0.0,0,0.0,-99,-5.5
"US000","1","11251","17","0","2024","4","",2,19,19,19,421343,0,0,1706,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,5.6,2,11.8,2,11.8,14575,3.6,0,0.0,0,0.0,-99,-5.5
"US000","1","112511","18","0","2024","4","",2,19,19,19,421343,0,0,1706,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,5.6,2,11.8,2,11.8,14575,3.6,0,0.0,0,0.0,-99,-5.5
"US000","1","113","15","0","2024","4","",70,4185,3655,3338,78611844,0,0,1623,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,81,2.0,5,0.1,30,0.9,-9767299,-11.1,0,0.0,0,0.0,-221,-12.0
"US000","1","1131","16","0","2024","4","",70,4185,3655,3338,78611844,0,0,1623,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,81,2.0,5,0.1,30,0.9,-9767299,-11.1,0,0.0,0,0.0,-221,-12.0
"US000","1","11311","17","0","2024","4","",70,4185,3655,3338,78611844,0,0,1623,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,81,2.0,5,0.1,30,0.9,-9767299,-11.1,0,0.0,0,0.0,-221,-12.0
"US000","1","113110","18","0","2024","4","",70,4185,3655,3338,78611844,0,0,1623,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,81,2.0,5,0.1,30,0.9,-9767299,-11.1,0,0.0,0,0.0,-221,-12.0
"US000","1","114","15","0","2024","4","",1,6,8,7,80694,0,0,887,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,1,14.3,1,16.7,14094,21.2,0,0.0,0,0.0,78,9.6
"US000","1","1142","16","0","2024","4","",1,6,8,7,80694,0,0,887,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,1,14.3,1,16.7,14094,21.2,0,0.0,0,0.0,78,9.6
"US000","1","11421","17","0","2024","4","",1,6,8,7,80694,0,0,887,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,1,14.3,1,16.7,14094,21.2,0,0.0,0,0.0,78,9.6
"US000","1","114210","18","0","2024","4","",1,6,8,7,80694,0,0,887,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,1,14.3,1,16.7,14094,21.2,0,0.0,0,0.0,78,9.6
"US000","1","22","14","0","2024","4","",216,9932,9959,9976,518991449,0,0,4010,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",8,3.8,-2193,-18.1,-2169,-17.9,-2169,-17.9,-97512783,-15.8,0,0.0,0,0.0,101,2.6
"US000","1","221","15","0","2024","4","",216,9932,9959,9976,518991449,0,0,4010,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",8,3.8,-2193,-18.1,-2169,-17.9,-2169,-17.9,-97512783,-15.8,0,0.0,0,0.0,101,2.6
"US000","1","2211","16","0","2024","4","",211,9147,9172,9192,494169716,0,0,4145,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",8,3.9,-2240,-19.7,-2220,-19.5,-2214,-19.4,-101599081,-17.1,0,0.0,0,0.0,123,3.1
"US000","1","22111","17","0","2024","4","",91,6111,6126,6134,349850562,0,0,4395,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-8,-8.1,-2649,-30.2,-2631,-30.0,-2627,-30.0,-135245836,-27.9,0,0.0,0,0.0,135,3.2
"US000","1","221111","18","0","2024","4","",76,1775,1789,1795,75339815,0,0,3244,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-15,-16.5,-5052,-74.0,-5048,-73.8,-5049,-73.8,-311287639,-80.5,0,0.0,0,0.0,-1107,-25.4
"US000","1","221112","18","0","2024","4","",11,1002,1007,1010,58331779,0,0,4459,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",5,83.3,416,71.0,426,73.3,430,74.1,30069221,106.4,0,0.0,0,0.0,726,19.4
"US000","1","221113","18","0","2024","4","",4,3334,3330,3329,216178968,0,0,4992,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,100.0,1987,147.5,1991,148.7,1992,149.0,145972582,207.9,0,0.0,0,0.0,965,24.0
"US000","1","22112","17","0","2024","4","",120,3036,3046,3058,144319154,0,0,3644,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",16,15.4,409,15.6,411,15.6,413,15.6,33646755,30.4,0,0.0,0,0.0,414,12.8
"US000","1","221121","18","0","2024","4","",88,2363,2375,2387,106548988,0,0,3451,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",32,57.1,425,21.9,428,22.0,433,22.2,29389255,38.1,0,0.0,0,0.0,401,13.1
"US000","1","221122","18","0","2024","4","",32,673,671,671,37770166,0,0,4326,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-16,-33.3,-16,-2.3,-17,-2.5,-20,-2.9,4257500,12.7,0,0.0,0,0.0,586,15.7
"US000","1","2213","16","0","2024","4","",5,785,787,784,24821733,0,0,2431,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,47,6.4,51,6.9,45,6.1,4086298,19.7,0,0.0,0,0.0,269,12.4
"US000","1","22131","17","0","2024","4","",5,785,787,784,24821733,0,0,2431,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,47,6.4,51,6.9,45,6.1,4086298,19.7,0,0.0,0,0.0,269,12.4
"US000","1","221310","18","0","2024","4","",5,785,787,784,24821733,0,0,2431,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,47,6.4,51,6.9,45,6.1,4086298,19.7,0,0.0,0,0.0,269,12.4
"US000","1","23","14","0","2024","4","",4,25,24,24,1247054,0,0,3942,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,20,400.0,19,380.0,20,500.0,1019225,447.4,0,0.0,0,0.0,187,5.0
"US000","1","236","15","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","2362","16","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","23622","17","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","236220","18","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","237","15","0","2024","4","",4,25,24,24,1247054,0,0,3942,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,20,400.0,19,380.0,20,500.0,1019225,447.4,0,0.0,0,0.0,187,5.0
"US000","1","2371","16","0","2024","4","",4,25,24,24,1247054,0,0,3942,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,20,400.0,19,380.0,20,500.0,1019225,447.4,0,0.0,0,0.0,187,5.0
"US000","1","23713","17","0","2024","4","",4,25,24,24,1247054,0,0,3942,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,20,400.0,19,380.0,20,500.0,1019225,447.4,0,0.0,0,0.0,187,5.0
"US000","1","237130","18","0","2024","4","",4,25,24,24,1247054,0,0,3942,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,20,400.0,19,380.0,20,500.0,1019225,447.4,0,0.0,0,0.0,187,5.0
"US000","1","31-33","14","0","2024","4","",87,49586,49611,49550,1213331699,0,0,1882,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",11,14.5,458,0.9,508,1.0,605,1.2,52664748,4.5,0,0.0,0,0.0,62,3.4
"US000","1","323","15","0","2024","4","",50,2759,2770,2795,89784744,0,0,2489,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",9,22.0,47,1.7,57,2.1,60,2.2,-6673677,-6.9,0,0.0,0,0.0,-239,-8.8
"US000","1","3231","16","0","2024","4","",50,2759,2770,2795,89784744,0,0,2489,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",9,22.0,47,1.7,57,2.1,60,2.2,-6673677,-6.9,0,0.0,0,0.0,-239,-8.8
"US000","1","32311","17","0","2024","4","",50,2759,2770,2795,89784744,0,0,2489,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",9,22.0,47,1.7,57,2.1,60,2.2,-6673677,-6.9,0,0.0,0,0.0,-239,-8.8
"US000","1","323111","18","0","2024","4","",25,1180,1194,1202,39444619,0,0,2545,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",9,56.2,14,1.2,38,3.3,31,2.6,-2834452,-6.7,0,0.0,0,0.0,-248,-8.9
"US000","1","323117","18","0","2024","4","",25,1579,1576,1593,50340125,0,0,2447,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,33,2.1,19,1.2,29,1.9,-3839225,-7.1,0,0.0,0,0.0,-232,-8.7
"US000","1","332","15","0","2024","4","",5,4208,4212,4210,99007876,0,0,1809,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,51,1.2,63,1.5,57,1.4,-1953849,-1.9,0,0.0,0,0.0,-61,-3.3
"US000","1","3321","16","0","2024","4","",1,337,340,333,11994648,0,0,2741,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-5,-1.5,-2,-0.6,-7,-2.1,-1787499,-13.0,0,0.0,0,0.0,-365,-11.8
"US000","1","33211","17","0","2024","4","",1,337,340,333,11994648,0,0,2741,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-5,-1.5,-2,-0.6,-7,-2.1,-1787499,-13.0,0,0.0,0,0.0,-365,-11.8
"US000","1","332119","18","0","2024","4","",1,337,340,333,11994648,0,0,2741,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-5,-1.5,-2,-0.6,-7,-2.1,-1787499,-13.0,0,0.0,0,0.0,-365,-11.8
"US000","1","3329","16","0","2024","4","",4,3871,3872,3877,87013228,0,0,1728,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,56,1.5,65,1.7,64,1.7,-166350,-0.2,0,0.0,0,0.0,-31,-1.8
"US000","1","33299","17","0","2024","4","",4,3871,3872,3877,87013228,0,0,1728,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,56,1.5,65,1.7,64,1.7,-166350,-0.2,0,0.0,0,0.0,-31,-1.8
"US000","1","332993","18","0","2024","4","",1,1626,1622,1615,32681809,0,0,1551,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,5,0.3,-1,-0.1,-1,-0.1,13921,0.0,0,0.0,0,0.0,0,0.0
"US000","1","332994","18","0","2024","4","",3,2245,2250,2262,54331419,0,0,1856,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,51,2.3,66,3.0,65,3.0,-180271,-0.3,0,0.0,0,0.0,-57,-3.0
"US000","1","336","15","0","2024","4","",14,41801,41792,41729,1005327317,0,0,1851,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,366,0.9,377,0.9,500,1.2,63924456,6.8,0,0.0,0,0.0,100,5.7
"US000","1","3364","16","0","2024","4","",1,2620,2625,2647,57081127,0,0,1669,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,45,1.7,64,2.5,55,2.1,440273,0.8,0,0.0,0,0.0,-22,-1.3
"US000","1","33641","17","0","2024","4","",1,2620,2625,2647,57081127,0,0,1669,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,45,1.7,64,2.5,55,2.1,440273,0.8,0,0.0,0,0.0,-22,-1.3
"US000","1","336411","18","0","2024","4","",1,2620,2625,2647,57081127,0,0,1669,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,45,1.7,64,2.5,55,2.1,440273,0.8,0,0.0,0,0.0,-22,-1.3
"US000","1","3366","16","0","2024","4","",13,39181,39167,39082,948246190,0,0,1863,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,321,0.8,313,0.8,445,1.2,63484183,7.2,0,0.0,0,0.0,108,6.2
"US000","1","33661","17","0","2024","4","",13,39181,39167,39082,948246190,0,0,1863,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,321,0.8,313,0.8,445,1.2,63484183,7.2,0,0.0,0,0.0,108,6.2
"US000","1","336611","18","0","2024","4","",13,39181,39167,39082,948246190,0,0,1863,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,321,0.8,313,0.8,445,1.2,63484183,7.2,0,0.0,0,0.0,108,6.2
"US000","1","339","15","0","2024","4","",18,818,837,816,19211762,0,0,1794,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,12.5,-6,-0.7,11,1.3,-12,-1.4,-2632182,-12.0,0,0.0,0,0.0,-240,-11.8
"US000","1","3399","16","0","2024","4","",18,818,837,816,19211762,0,0,1794,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,12.5,-6,-0.7,11,1.3,-12,-1.4,-2632182,-12.0,0,0.0,0,0.0,-240,-11.8
"US000","1","33991","17","0","2024","4","",18,818,837,816,19211762,0,0,1794,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,12.5,-6,-0.7,11,1.3,-12,-1.4,-2632182,-12.0,0,0.0,0,0.0,-240,-11.8
"US000","1","339910","18","0","2024","4","",18,818,837,816,19211762,0,0,1794,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,12.5,-6,-0.7,11,1.3,-12,-1.4,-2632182,-12.0,0,0.0,0,0.0,-240,-11.8
"US000","1","42","14","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","425","15","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","4251","16","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","42512","17","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","425120","18","0","2024","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","44-45","14","0","2024","4","",715,40077,40185,40126,393538874,0,0,754,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,222,0.6,402,1.0,474,1.2,13818949,3.6,0,0.0,0,0.0,19,2.6
"US000","1","441","15","0","2024","4","",38,130,135,134,1530038,0,0,885,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-5.0,-2,-1.5,3,2.3,9,7.2,176376,13.0,0,0.0,0,0.0,82,10.2
"US000","1","4413","16","0","2024","4","",38,130,135,134,1530038,0,0,885,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-5.0,-2,-1.5,3,2.3,9,7.2,176376,13.0,0,0.0,0,0.0,82,10.2
"US000","1","44133","17","0","2024","4","",38,130,135,134,1530038,0,0,885,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-5.0,-2,-1.5,3,2.3,9,7.2,176376,13.0,0,0.0,0,0.0,82,10.2
"US000","1","441330","18","0","2024","4","",38,130,135,134,1530038,0,0,885,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-5.0,-2,-1.5,3,2.3,9,7.2,176376,13.0,0,0.0,0,0.0,82,10.2
"US000","1","444","15","0","2024","4","",1,36,37,37,443800,0,0,931,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-50,-58.1,-50,-57.5,-49,-57.0,-484673,-52.2,0,0.0,0,0.0,104,12.6
"US000","1","4442","16","0","2024","4","",1,36,37,37,443800,0,0,931,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-50,-58.1,-50,-57.5,-49,-57.0,-484673,-52.2,0,0.0,0,0.0,104,12.6
"US000","1","44424","17","0","2024","4","",1,36,37,37,443800,0,0,931,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-50,-58.1,-50,-57.5,-49,-57.0,-484673,-52.2,0,0.0,0,0.0,104,12.6
"US000","1","444240","18","0","2024","4","",1,36,37,37,443800,0,0,931,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-50,-58.1,-50,-57.5,-49,-57.0,-484673,-52.2,0,0.0,0,0.0,104,12.6
"US000","1","445","15","0","2024","4","",204,10047,10036,10062,121750079,0,0,932,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,64,0.6,110,1.1,98,1.0,6461783,5.6,0,0.0,0,0.0,41,4.6
"US000","1","4451","16","0","2024","4","",204,10047,10036,10062,121750079,0,0,932,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,64,0.6,110,1.1,98,1.0,6461783,5.6,0,0.0,0,0.0,41,4.6
"US000","1","44511","17","0","2024","4","",174,9451,9427,9463,115741894,0,0,942,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-1.1,60,0.6,93,1.0,92,1.0,6146554,5.6,0,0.0,0,0.0,42,4.7
"US000","1","445110","18","0","2024","4","",174,9451,9427,9463,115741894,0,0,942,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-1.1,60,0.6,93,1.0,92,1.0,6146554,5.6,0,0.0,0,0.0,42,4.7
"US000","1","44513","17","0","2024","4","",30,596,609,599,6008185,0,0,769,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,7.1,4,0.7,17,2.9,6,1.0,315229,5.5,0,0.0,0,0.0,30,4.1
"US000","1","445131","18","0","2024","4","",28,593,606,596,5978502,0,0,769,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,7.7,3,0.5,16,2.7,6,1.0,306887,5.4,0,0.0,0,0.0,30,4.1
"US000","1","445132","18","0","2024","4","",2,3,3,3,29683,0,0,761,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,50.0,1,50.0,0,0.0,8342,39.1,0,0.0,0,0.0,57,8.1
"US000","1","449","15","0","2024","4","",63,1690,1691,1693,7815919,0,0,355,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,0.2,5,0.3,25,1.5,409078,5.5,0,0.0,0,0.0,16,4.7
"US000","1","4491","16","0","2024","4","",56,197,199,202,2027578,0,0,782,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,1.8,-26,-11.7,-26,-11.6,-6,-2.9,56615,2.9,0,0.0,0,0.0,89,12.8
